name,lat,lon,alt_km
NORAD-40923,18.1513,-145.6422,1207.6
NORAD-40924,8.0860,48.8669,35686.4
NORAD-40930,-5.6680,-160.5042,629.2
NORAD-40938,-34.7507,81.9699,35574.3
NORAD-40940,0.0155,140.2542,35790.8
NORAD-40941,-0.0027,-81.0089,35800.3
NORAD-40942,1.1707,-161.0587,10088.1
NORAD-40946,-3.2129,-113.1096,35794.6
NORAD-40947,-21.0776,-2.6081,35256.5
NORAD-40958,16.6106,-26.5586,636.8
NORAD-40959,72.8253,-1.6051,635.7
NORAD-40960,-58.1478,-38.7845,644.5
NORAD-40961,-44.0490,-30.3462,640.5
NORAD-40965,-60.6736,31.3603,692.3
NORAD-40966,-60.2524,80.3482,642.0
NORAD-40967,-38.9956,148.3015,608.1
NORAD-40968,52.8784,-171.3812,500.4
NORAD-40969,-27.7025,-164.5569,437.1
NORAD-40970,-16.8575,-21.3267,364.3
NORAD-40971,12.9276,-19.0865,643.3
NORAD-40972,30.5871,141.2334,384.3
NORAD-40973,-57.5906,95.9153,639.6
NORAD-40974,-54.4254,21.0769,539.3
NORAD-40975,20.4677,120.3052,496.4
NORAD-40976,-60.4412,130.9643,666.3
NORAD-40977,62.1061,-75.7558,534.5
NORAD-40978,34.2063,48.5142,476.8
NORAD-40982,0.0200,141.9915,35780.6
NORAD-40984,0.0045,49.9420,35785.4
NORAD-40985,-6.8421,118.5915,30614.2
NORAD-40986,-6.0406,-39.7126,3445.2
NORAD-40989,5.9975,168.6795,35583.0
NORAD-40996,27.8375,46.2376,528.1
NORAD-40998,27.5727,-67.7647,743.2
NORAD-41003,-38.8707,114.4804,590.8
NORAD-41005,-55.2029,-10.6309,739.6
NORAD-41006,-74.4125,153.3470,867.8
NORAD-41007,56.0565,39.2569,940.5
NORAD-41008,67.1099,-75.3688,1044.1
NORAD-41011,-67.2951,22.4702,953.8
NORAD-41018,68.2775,-44.7304,1261.2
NORAD-41019,44.6597,36.5520,20481.6
NORAD-41020,53.9783,131.3914,21397.8
NORAD-41021,0.2675,103.3549,35771.9
NORAD-41022,-24.5988,76.9617,20534.7
NORAD-41026,-46.3419,-55.5350,503.8
NORAD-41028,0.0449,93.5307,35781.5
NORAD-41029,-0.0025,25.9445,35809.3
NORAD-41030,-1.2578,73.9135,29660.7
NORAD-41032,-0.1096,129.4761,7197.5
NORAD-41033,43.5101,-57.6830,22743.1
NORAD-41034,0.0188,128.5437,35795.7
NORAD-41036,0.0112,-15.0138,35794.7
NORAD-41037,6.9516,-165.6742,21685.1
NORAD-41038,43.2301,15.2243,623.4
NORAD-41039,51.9376,-140.4692,434.7
NORAD-41045,-68.6543,-173.6575,856.1
NORAD-41046,4.3247,-137.6570,842.1
NORAD-41049,18.8878,-142.3501,807.5
NORAD-41050,31.3178,-149.3478,587.3
NORAD-41051,81.1645,-174.5801,775.8
NORAD-41052,-3.1283,-11.3121,816.3
NORAD-41053,35.2724,17.7206,695.5
NORAD-41054,-57.6744,61.3595,818.3
NORAD-41055,68.7522,-108.9806,765.2
NORAD-41056,79.2952,104.5528,834.9
NORAD-41057,67.9935,-58.1006,733.7
NORAD-41058,-24.5683,-28.6398,872.5
NORAD-41059,-20.4847,45.8451,823.0
NORAD-41060,37.0244,50.6885,719.6
NORAD-41061,37.9173,-122.8313,830.4
NORAD-41062,-47.1362,-159.8496,864.0
NORAD-41063,5.4897,61.3215,830.0
NORAD-41064,-24.3458,113.6646,743.5
NORAD-41065,-50.8136,-138.9576,830.6
NORAD-41066,66.3016,78.1635,819.2
NORAD-41067,75.3195,156.5373,832.5
NORAD-41068,80.0419,27.3440,669.8
NORAD-41069,-12.2956,-86.0773,795.7
NORAD-41071,71.2557,-119.6032,797.1
NORAD-41072,54.2137,-149.0248,844.8
NORAD-41073,-58.7331,77.7700,805.7
NORAD-41074,-38.0568,0.3404,807.5
NORAD-41077,1.7139,-10.2385,880.6
NORAD-41078,-70.9704,65.8830,950.3
NORAD-41079,54.3133,87.6108,952.3
NORAD-41080,-28.9045,16.2788,823.0
NORAD-41081,-6.3933,-150.8614,779.3
NORAD-41082,9.1077,102.8138,872.9
NORAD-41083,68.7798,-110.2799,835.7
NORAD-41084,61.7456,81.8026,803.5
NORAD-41085,81.2072,166.2897,809.9
NORAD-41086,40.2184,163.8401,671.9
NORAD-41087,78.5126,38.5596,835.3
NORAD-41089,81.3024,149.9814,770.5
NORAD-41091,-67.6097,-47.4544,807.3
NORAD-41094,60.6131,-52.9597,600.2
NORAD-41097,-9.4299,-62.6159,904.8
NORAD-41099,77.0896,39.5773,644.7
NORAD-41103,-6.1398,-86.1020,36096.5
NORAD-41105,-5.2781,-14.3033,35793.3
NORAD-41106,1.7244,-163.8793,35879.8
NORAD-41108,-17.3878,164.3508,1729.5
NORAD-41119,2.3087,-34.0163,10120.4
NORAD-41121,0.0336,80.2529,35783.4
NORAD-41122,-6.7634,-27.0165,35713.3
NORAD-41126,-80.6906,-89.0304,817.8
NORAD-41130,-22.0063,134.5563,774.0
NORAD-41131,51.5360,148.8277,870.1
NORAD-41132,-43.7592,-10.1426,673.8
NORAD-41133,81.0583,-107.9303,663.0
NORAD-41134,-76.5880,-127.0261,866.9
NORAD-41138,-61.5827,47.7105,815.0
NORAD-41139,-56.4969,-121.0077,807.6
NORAD-41140,-31.1141,19.1823,612.8
NORAD-41141,77.3937,-52.3838,678.3
NORAD-41142,-52.0405,48.2479,496.5
NORAD-41143,-15.4251,-58.9687,927.4
NORAD-41144,40.8433,35.5410,787.6
NORAD-41146,57.2586,122.2577,702.4
NORAD-41147,-80.7787,-55.2747,847.7
NORAD-41149,79.8154,-41.3278,614.8
NORAD-41150,-70.3658,148.1717,603.3
NORAD-41151,58.0416,-3.6507,875.1
NORAD-41152,-6.3775,103.3415,774.3
NORAD-41153,30.6845,100.7774,764.6
NORAD-41154,-56.5580,-14.0784,833.2
NORAD-41155,-23.3691,109.1430,781.5
NORAD-41156,-73.8238,-142.4755,612.5
NORAD-41157,-42.5282,-57.2329,730.7
NORAD-41158,-6.5699,-35.9400,766.5
NORAD-41159,11.7140,-126.4351,791.4
NORAD-41160,-53.7637,-71.1700,733.4
NORAD-41161,80.1967,88.0891,807.2
NORAD-41162,-27.2446,-132.2224,830.6
NORAD-41163,80.8191,44.2889,587.2
NORAD-41164,-9.6739,60.6669,856.5
NORAD-41165,-14.2534,4.1414,819.3
NORAD-41166,-8.4612,-169.4706,420.3
NORAD-41167,6.3093,-151.0328,497.1
NORAD-41173,2.9988,164.1480,474.9
NORAD-41174,43.9352,-153.5008,23234.1
NORAD-41175,-10.1526,60.3003,23219.4
NORAD-41176,23.7839,-126.1532,23580.1
NORAD-41179,-7.3637,-152.2089,703.8
NORAD-41180,-23.2029,100.5018,705.9
NORAD-41181,8.6756,-20.8385,746.7
NORAD-41182,35.8461,-103.4739,700.7
NORAD-41183,-35.5175,76.2367,706.6
NORAD-41184,-22.1350,-34.7563,706.9
NORAD-41185,-21.8027,101.4050,704.9
NORAD-41186,46.4303,55.5946,682.7
NORAD-41187,8.0350,-152.6645,704.5
NORAD-41188,-7.9120,26.0805,703.1
NORAD-41189,46.8687,-141.5793,697.6
NORAD-41191,0.0192,36.0568,35787.0
NORAD-41192,3.7875,43.7876,33542.9
NORAD-41193,21.9826,136.9434,14818.2
NORAD-41194,0.3623,105.6395,35786.2
NORAD-41196,57.5964,165.5939,881.4
NORAD-41197,64.1493,159.5128,746.6
NORAD-41198,50.4384,106.8925,726.6
NORAD-41199,59.1843,158.8005,885.3
NORAD-41201,23.3325,19.5828,859.1
NORAD-41202,34.9796,133.5622,830.6
NORAD-41203,76.6702,61.8983,805.5
NORAD-41204,61.2683,58.4915,807.9
NORAD-41205,-73.8387,159.9519,629.0
NORAD-41206,-34.7755,14.1188,823.2
NORAD-41207,-3.8724,-113.1092,609.9
NORAD-41208,-43.1228,178.8140,861.0
NORAD-41209,19.1280,52.4121,661.7
NORAD-41210,23.4452,-152.0911,811.6
NORAD-41211,24.4025,32.3807,832.5
NORAD-41212,-51.3745,118.1359,766.6
NORAD-41214,58.2755,126.4540,741.6
NORAD-41215,76.0184,160.8158,722.1
NORAD-41216,-81.0535,-157.8466,967.0
NORAD-41217,76.7494,47.2919,828.5
NORAD-41218,26.6232,101.1302,726.5
NORAD-41219,78.5428,164.3648,789.2
NORAD-41220,-36.7067,19.8521,831.3
NORAD-41221,-46.8533,54.7757,705.7
NORAD-41223,2.9968,155.3569,876.2
NORAD-41224,33.0787,-60.4812,658.6
NORAD-41226,63.0488,-177.2207,839.9
NORAD-41227,-59.8853,75.5890,717.2
NORAD-41228,70.1775,-140.9388,791.1
NORAD-41229,-53.0446,24.7099,803.2
NORAD-41230,-36.3894,-154.5310,752.4
NORAD-41231,-74.8970,-159.7856,661.1
NORAD-41232,-67.5864,33.1416,812.8
NORAD-41233,-17.5207,13.8927,848.8
NORAD-41236,80.8570,-40.7085,706.8
NORAD-41237,80.4409,-21.1756,717.9
NORAD-41238,0.0103,51.4892,35785.6
NORAD-41240,-57.8314,-93.1877,1318.5
NORAD-41241,33.1779,110.5231,35795.5
NORAD-41242,-18.5576,-57.9210,5767.3
NORAD-41243,-6.0039,61.6106,808.9
NORAD-41244,-78.6699,102.7082,773.2
NORAD-41245,-19.4793,-176.9902,828.8
NORAD-41248,37.3198,-2.6683,869.5
NORAD-41249,-34.7855,-152.9671,709.5
NORAD-41251,-69.0242,96.7414,788.3
NORAD-41252,75.0539,-169.8195,855.5
NORAD-41255,-75.6397,-14.2846,687.3
NORAD-41256,-67.9535,92.7897,722.6
NORAD-41258,-13.0707,-115.7561,716.8
NORAD-41260,72.3379,-148.0990,796.0
NORAD-41261,-11.5886,-13.3461,821.9
NORAD-41262,-46.0583,-161.7617,814.2
NORAD-41263,-51.1512,-11.3782,873.5
NORAD-41264,28.7466,38.7026,804.9
NORAD-41265,53.3541,151.3978,793.6
NORAD-41266,-75.3096,9.3238,811.8
NORAD-41267,-68.1249,161.3522,548.7
NORAD-41268,73.5758,105.9081,809.0
NORAD-41269,70.8340,131.6978,750.7
NORAD-41270,59.6958,132.0463,753.8
NORAD-41272,-78.4912,-83.4493,833.2
NORAD-41273,-77.2163,108.2733,638.6
NORAD-41275,-3.3735,-146.5336,813.3
NORAD-41276,-28.0483,23.6822,829.4
NORAD-41277,14.8885,8.2159,703.4
NORAD-41279,-11.3894,-140.1848,864.6
NORAD-41280,80.6123,48.7941,799.4
NORAD-41281,-29.3384,41.1973,802.8
NORAD-41282,31.8929,160.2046,861.3
NORAD-41283,76.7812,-1.2239,902.0
NORAD-41284,-46.8260,134.6426,870.1
NORAD-41285,-36.7503,-127.8387,783.7
NORAD-41287,-33.4491,-120.3976,830.8
NORAD-41288,-20.2660,85.2214,764.0
NORAD-41289,38.8721,3.3424,815.2
NORAD-41290,-20.3332,-133.5942,670.8
NORAD-41291,21.3700,50.9942,687.6
NORAD-41292,-76.2392,78.0036,691.5
NORAD-41293,-1.1094,-90.9470,765.0
NORAD-41295,77.0345,56.1905,802.8
NORAD-41296,-40.6750,-136.4688,851.6
NORAD-41297,74.4438,-170.8193,838.7
NORAD-41298,66.6339,-145.9489,811.7
NORAD-41299,44.2135,37.3832,830.0
NORAD-41300,67.0481,26.0805,821.6
NORAD-41301,-53.9353,-147.9574,834.0
NORAD-41302,29.8001,45.8502,795.9
NORAD-41304,-77.1252,12.0497,778.7
NORAD-41305,75.1374,6.5140,828.2
NORAD-41307,-61.7049,24.2040,508.9
NORAD-41308,-0.7226,30.3040,35696.9
NORAD-41309,1.0046,114.1814,22016.6
NORAD-41310,0.0023,8.9835,35791.1
NORAD-41311,6.4427,88.4127,5113.1
NORAD-41312,2.1156,-148.9807,4300.9
NORAD-41315,48.1938,76.7165,21532.9
NORAD-41316,56.2848,150.0725,20004.9
NORAD-41317,-6.3345,-49.3363,30812.8
NORAD-41318,-2.7569,-58.5773,31479.5
NORAD-41319,7.3109,-120.0141,17803.9
NORAD-41320,-5.6266,71.7503,15654.0
NORAD-41321,-3.4817,-56.4714,31402.3
NORAD-41323,-8.7942,-24.9026,34252.1
NORAD-41328,-6.5216,50.6875,20251.4
NORAD-41329,-39.8233,35.2129,20795.5
NORAD-41330,47.9292,-50.0955,19157.0
NORAD-41331,-58.0950,-124.6017,19610.6
NORAD-41335,80.7825,115.2487,801.3
NORAD-41336,-65.9442,-164.6228,523.2
NORAD-41337,11.8899,-94.2868,540.8
NORAD-41338,-13.2816,106.7037,503.8
NORAD-41339,10.3694,-57.7192,519.2
NORAD-41341,8.4710,-124.9749,390.8
NORAD-41343,18.3144,-146.3896,793.9
NORAD-41344,-75.2185,-169.8593,767.5
NORAD-41347,50.0955,67.3867,786.1
NORAD-41348,-45.6576,-50.8519,617.5
NORAD-41349,57.4200,-2.1800,695.3
NORAD-41350,30.4885,-150.5268,722.6
NORAD-41351,78.3904,60.1823,795.9
NORAD-41352,26.5900,-166.6132,733.1
NORAD-41353,-47.4095,-124.8003,809.5
NORAD-41354,28.9049,-152.9194,805.0
NORAD-41356,-19.9421,-142.2332,825.5
NORAD-41357,64.5467,127.9745,846.5
NORAD-41358,-81.0694,-37.5300,802.9
NORAD-41359,45.6323,-173.6021,712.0
NORAD-41360,63.7342,-92.4861,790.3
NORAD-41361,-15.0534,-155.5716,854.0
NORAD-41362,-40.8901,-161.8426,698.1
NORAD-41363,78.9860,-110.5044,597.4
NORAD-41364,-43.2926,-138.0982,806.7
NORAD-41365,-62.1991,152.5627,729.2
NORAD-41366,-31.1048,-76.6850,784.1
NORAD-41367,-24.6219,29.9042,713.9
NORAD-41372,-17.7447,105.9370,671.2
NORAD-41373,-30.9173,-31.1043,756.3
NORAD-41374,70.2833,-177.4520,802.6
NORAD-41376,-68.2832,-79.3766,792.6
NORAD-41377,50.0638,102.1626,798.7
NORAD-41378,-73.4591,-155.8468,867.2
NORAD-41379,30.9837,-59.9211,720.1
NORAD-41380,0.0158,108.3183,35785.8
NORAD-41381,18.2626,-10.2503,37758.9
NORAD-41382,-0.0013,-65.1963,35800.5
NORAD-41383,-0.5119,162.2405,7815.9
NORAD-41384,-2.7014,32.8468,35852.7
NORAD-41385,-5.9803,97.3887,15870.7
NORAD-41390,-20.0886,-136.1048,4435.0
NORAD-41394,81.9891,80.3561,551.3
NORAD-41397,-73.9674,17.9141,740.5
NORAD-41398,-81.1107,19.6836,783.1
NORAD-41399,12.2017,18.4215,811.6
NORAD-41400,10.1843,-103.8294,791.6
NORAD-41401,-61.4116,-150.4618,840.2
NORAD-41402,-49.0086,-2.7354,830.3
NORAD-41403,-72.4681,125.0102,741.3
NORAD-41404,-12.0120,-144.3934,733.6
NORAD-41405,-9.3736,120.3579,695.0
NORAD-41406,13.0200,-162.0303,730.0
NORAD-41408,75.9081,114.6574,773.5
NORAD-41409,-51.2453,55.8766,762.4
NORAD-41410,-56.0150,6.9070,841.2
NORAD-41411,-79.8395,47.7441,787.1
NORAD-41412,-69.2989,-155.9176,816.4
NORAD-41413,-20.3375,-132.2932,800.9
NORAD-41415,-29.6135,-98.9023,791.1
NORAD-41416,80.6940,-155.1430,742.1
NORAD-41417,60.2882,-123.7727,796.0
NORAD-41418,78.9451,-15.3149,704.9
NORAD-41419,-46.3054,112.6193,654.0
NORAD-41421,-52.6726,44.0244,659.3
NORAD-41422,75.5241,-159.7734,789.3
NORAD-41423,-32.3097,63.7024,786.5
NORAD-41424,0.0773,-42.4736,764.6
NORAD-41425,-2.8440,54.3691,680.1
NORAD-41427,-2.6297,104.4061,747.2
NORAD-41428,34.2911,-84.2116,761.6
NORAD-41429,-10.1765,63.8421,799.7
NORAD-41430,-69.2479,43.0532,754.5
NORAD-41434,60.0423,87.2557,35990.5
NORAD-41435,50.9493,82.4569,30855.9
NORAD-41456,13.0275,-141.2435,568.5
NORAD-41457,-70.3093,-32.4337,710.0
NORAD-41469,4.8227,129.6417,35778.3
NORAD-41470,7.2669,-89.6930,17265.0
NORAD-41471,0.0183,154.0000,35792.6
NORAD-41473,19.5853,-154.5035,655.7
NORAD-41492,68.3249,-63.4394,806.3
NORAD-41493,68.1771,176.6393,705.3
NORAD-41494,-1.4641,7.4495,679.3
NORAD-41495,-20.5256,169.4039,873.0
NORAD-41496,52.9011,-106.8124,761.5
NORAD-41498,-13.0723,123.0858,805.6
NORAD-41499,-5.9150,70.7761,727.1
NORAD-41500,-71.5409,-170.5806,749.3
NORAD-41502,21.7615,-153.9754,811.9
NORAD-41503,67.0831,-73.6630,679.4
NORAD-41504,45.7005,60.4974,798.0
NORAD-41505,-60.7204,95.7865,781.4
NORAD-41507,-1.5610,166.5695,693.7
NORAD-41508,-23.3783,-70.4658,799.9
NORAD-41509,-37.0295,-94.2223,793.1
NORAD-41510,62.6358,-124.5658,801.4
NORAD-41511,42.4993,-153.0740,800.8
NORAD-41512,-26.2518,16.2996,696.7
NORAD-41513,-14.2522,161.8095,865.6
NORAD-41514,17.0451,5.3268,642.3
NORAD-41516,37.0431,-118.4808,768.6
NORAD-41520,-57.5410,-30.1896,616.4
NORAD-41523,-42.4569,-111.3157,809.8
NORAD-41525,73.8899,82.1796,779.8
NORAD-41526,-71.6695,156.1953,747.2
NORAD-41529,80.4656,121.5905,846.4
NORAD-41531,62.0910,165.2510,828.3
NORAD-41532,14.8581,-102.3173,783.9
NORAD-41534,64.9247,-131.1216,764.5
NORAD-41536,-4.5074,-95.8938,784.3
NORAD-41537,12.6777,-139.9022,821.8
NORAD-41538,6.2968,-19.7069,814.1
NORAD-41539,58.5930,138.2568,719.3
NORAD-41540,57.5768,-177.8687,815.5
NORAD-41544,-7.8023,-87.1893,33884.6
NORAD-41547,7.3774,150.6454,33944.7
NORAD-41548,7.2005,77.2985,34974.5
NORAD-41549,-55.0266,100.8454,23228.4
NORAD-41550,48.5526,-44.5647,23232.8
NORAD-41551,-7.2194,16.1927,23524.4
NORAD-41552,0.0863,78.5114,35783.5
NORAD-41554,-10.6280,151.6056,19170.0
NORAD-41555,-55.6810,29.4299,19679.9
NORAD-41556,38.1264,60.1065,500.9
NORAD-41560,18.6222,149.0835,14079.7
NORAD-41579,13.0541,-10.5659,951.0
NORAD-41580,-20.5273,-157.1749,792.4
NORAD-41581,-0.0089,-95.0500,35789.8
NORAD-41582,-19.1927,-136.5540,57207.2
NORAD-41583,-29.4473,88.0660,11000.1
NORAD-41585,-2.3137,169.9324,34136.5
NORAD-41586,1.7320,110.5508,35790.0
NORAD-41587,19.3636,130.4375,17402.0
NORAD-41588,0.0433,74.7131,35791.2
NORAD-41589,0.0108,-116.9825,35794.2
NORAD-41590,9.7845,79.8276,45344.0
NORAD-41591,-0.0011,150.5162,35791.3
NORAD-41592,-0.0066,-61.3827,35799.6
NORAD-41593,-6.1211,164.0492,17133.3
NORAD-41594,1.4428,30.7376,2335.7
NORAD-41599,-50.9194,-132.1308,524.3
NORAD-41601,-49.6536,1.1084,470.3
NORAD-41603,79.3918,112.2284,470.7
NORAD-41622,-0.4582,-102.8756,35741.6
NORAD-41623,16.2145,96.3694,26780.9
NORAD-41634,7.9863,17.8577,600.7
NORAD-41641,36.7839,-106.9134,13915.4
NORAD-41652,74.4816,-117.3731,727.7
NORAD-41653,-59.7463,-48.4518,767.1
NORAD-41654,66.3169,49.8336,770.4
NORAD-41655,17.6428,-99.2407,764.4
NORAD-41657,71.4008,-162.5546,772.2
NORAD-41658,5.7394,-168.0814,466.4
NORAD-41659,19.9093,-58.2215,727.1
NORAD-41660,40.4544,97.7080,755.3
NORAD-41661,73.6815,-145.7550,735.3
NORAD-41663,37.4509,-57.9295,694.0
NORAD-41665,-49.3998,157.0301,904.2
NORAD-41667,45.2210,-104.6458,797.9
NORAD-41668,20.4301,23.7516,642.8
NORAD-41669,-37.5625,-74.6739,708.6
NORAD-41677,49.3603,-167.7176,17611.0
NORAD-41681,57.7990,-174.1408,9885.0
NORAD-41692,42.9031,-155.8604,17824.5
NORAD-41696,-32.8381,0.6047,14120.3
NORAD-41699,34.9756,-103.1589,17184.2
NORAD-41705,67.7083,71.2314,816.3
NORAD-41706,-56.1242,-6.0100,858.1
NORAD-41707,76.0341,-87.2537,701.0
NORAD-41708,-81.1247,27.1957,759.9
NORAD-41709,36.6795,31.0610,516.9
NORAD-41710,-31.1565,171.2708,740.2
NORAD-41711,7.6799,-74.0438,737.1
NORAD-41712,-48.3378,112.4804,701.5
NORAD-41713,52.1735,-28.0605,828.9
NORAD-41715,52.5379,36.6250,786.0
NORAD-41716,-72.0134,18.4850,814.7
NORAD-41717,-20.2540,123.6959,727.5
NORAD-41718,71.6349,-100.7804,1234.5
NORAD-41719,9.5157,2.7522,1374.8
NORAD-41720,-47.7069,-67.6694,1187.3
NORAD-41721,-56.1861,17.4138,1549.0
NORAD-41722,-68.0908,46.8338,1400.5
NORAD-41723,58.4520,-93.8007,1169.5
NORAD-41725,3.9139,101.4355,35775.6
NORAD-41727,-39.0801,173.2703,765.5
NORAD-41728,61.2828,59.3027,587.6
NORAD-41729,0.0241,143.9427,35791.7
NORAD-41734,89.4526,174.5123,804.1
NORAD-41742,26.8891,77.6450,696.7
NORAD-41744,4.2409,126.1318,35756.5
NORAD-41745,3.4545,97.7750,35811.2
NORAD-41746,1.9179,-168.1568,36182.4
NORAD-41747,0.0318,68.5066,35799.4
NORAD-41748,-0.2759,40.2154,35907.7
NORAD-41749,-0.5113,169.5456,32845.8
NORAD-41750,-4.6365,-0.7501,14757.1
NORAD-41752,0.0391,73.9690,35836.2
NORAD-41770,-39.8901,45.3678,712.0
NORAD-41771,-56.1451,-169.8454,435.1
NORAD-41772,-38.9860,-155.7352,479.0
NORAD-41773,42.5334,6.6369,442.9
NORAD-41774,-83.0946,-81.5032,421.9
NORAD-41783,-31.1103,-30.0110,675.9
NORAD-41784,6.6949,-20.7030,658.7
NORAD-41785,-51.2562,176.4832,674.7
NORAD-41786,-16.6628,-136.8286,670.9
NORAD-41787,79.5267,25.1469,650.2
NORAD-41789,-9.1959,162.5046,683.5
NORAD-41790,-0.2250,-136.9993,678.6
NORAD-41791,29.6091,-6.5519,671.7
NORAD-41792,-65.6014,-162.9161,656.1
NORAD-41793,0.0246,73.9955,35773.9
NORAD-41794,0.0225,144.8010,35791.2
NORAD-41795,1.7092,-74.8065,29721.5
NORAD-41806,8.0069,166.9806,14126.5
NORAD-41807,51.6928,48.6920,6694.7
NORAD-41822,-6.6196,48.0487,845.5
NORAD-41823,-42.7284,-126.4389,788.6
NORAD-41824,-10.5815,-131.7234,780.0
NORAD-41825,-42.1277,44.2697,828.7
NORAD-41826,-6.8774,47.2364,851.4
NORAD-41827,-60.5467,36.7236,812.1
NORAD-41828,-77.2776,82.2623,687.7
NORAD-41829,-71.2662,25.5569,807.8
NORAD-41830,63.5179,-142.0201,805.0
NORAD-41831,-0.5004,49.6112,848.5
NORAD-41832,-12.6187,-131.4215,781.4
NORAD-41833,24.1905,-130.7617,784.4
NORAD-41835,31.4980,-92.1661,809.9
NORAD-41836,0.0320,140.7550,35783.6
NORAD-41837,7.0021,-25.2896,6033.6
NORAD-41838,1.8773,-159.8765,35911.0
NORAD-41840,9.3086,133.1270,39157.9
NORAD-41846,-51.4047,58.7226,922.5
NORAD-41847,81.6123,143.5252,536.7
NORAD-41849,-3.9258,51.9054,406.9
NORAD-41850,-79.0544,74.3216,522.0
NORAD-41851,77.7502,-126.7101,530.9
NORAD-41852,-70.9395,-173.2714,509.3
NORAD-41853,41.9870,-144.5203,497.1
NORAD-41857,43.1351,-2.1263,788.0
NORAD-41858,-80.3998,-79.7816,805.1
NORAD-41859,-43.7697,25.9913,23225.1
NORAD-41860,26.6957,87.2782,23214.2
NORAD-41861,10.1669,-119.9718,23239.5
NORAD-41862,53.7319,136.3758,23227.2
NORAD-41863,-39.1071,-82.8533,22916.9
NORAD-41866,-0.1781,-104.6843,35794.2
NORAD-41867,2.3444,-130.2156,32588.1
NORAD-41869,0.7325,177.1064,35647.4
NORAD-41870,5.0891,-115.6672,3559.5
NORAD-41875,1.5725,-126.5269,694.3
NORAD-41877,34.9006,-133.9081,822.8
NORAD-41878,-64.6100,48.2754,827.0
NORAD-41879,0.0216,149.8205,35794.3
NORAD-41882,2.3373,123.6733,35788.4
NORAD-41884,14.7276,89.6305,394.0
NORAD-41885,-34.8822,-58.7670,390.6
NORAD-41886,2.9477,-156.4604,378.0
NORAD-41887,16.3574,-136.4777,400.1
NORAD-41888,-34.1200,-56.6643,396.0
NORAD-41890,22.7692,178.6786,386.6
NORAD-41891,-29.8381,-17.6860,392.3
NORAD-41892,-19.1862,-173.0481,335.3
NORAD-41893,-0.0410,-97.1109,35798.8
NORAD-41896,-31.3879,-136.4929,28029.9
NORAD-41897,-21.9752,9.8241,7685.9
NORAD-41898,-76.3605,-161.8283,698.6
NORAD-41899,-74.7295,-55.7860,692.4
NORAD-41900,81.3648,56.3115,707.7
NORAD-41901,80.0723,28.7121,710.9
NORAD-41903,0.0393,110.0624,35791.0
NORAD-41904,-0.0531,-83.9803,35804.5
NORAD-41905,3.0797,-157.1573,6858.8
NORAD-41911,0.2522,66.5371,35793.9
NORAD-41914,-48.3070,173.8618,457.8
NORAD-41917,-81.2137,21.0717,793.8
NORAD-41918,-16.6354,43.9648,789.8
NORAD-41919,-49.2098,40.9136,792.7
NORAD-41920,65.3172,-142.8587,777.2
NORAD-41921,-32.0301,11.1946,791.4
NORAD-41922,48.7141,49.1879,779.1
NORAD-41923,16.0502,46.0928,784.7
NORAD-41924,-50.1887,-162.3166,793.2
NORAD-41925,80.9404,68.1893,775.9
NORAD-41926,32.7015,-137.3545,782.3
NORAD-41929,12.1892,106.9653,51451.4
NORAD-41937,0.4454,21.4754,35783.8
NORAD-41942,-0.0010,-36.0039,35795.1
NORAD-41944,0.0371,118.0120,35787.0
NORAD-41945,-0.0328,-43.1985,35794.3
NORAD-41946,1.4207,-93.8347,33644.0
NORAD-41947,3.3257,80.4787,8682.7
NORAD-41948,44.6985,45.2079,507.7
NORAD-42063,46.2639,62.4545,791.5
NORAD-42070,-0.0048,-109.9007,35801.9
NORAD-42075,0.0056,-11.9958,35795.2
NORAD-42078,-63.7802,-86.7543,1458.6
NORAD-42079,-14.4147,131.2449,1411.0
NORAD-42080,-72.4029,-130.7744,1523.7
NORAD-42081,76.9758,40.7748,1613.1
NORAD-42082,-51.1485,-87.9426,1451.1
NORAD-42083,-39.5902,8.7815,1472.8
NORAD-42084,-64.4972,-126.4435,1689.2
NORAD-42085,60.7318,59.8465,1405.6
NORAD-42086,75.3894,-45.0251,1520.1
NORAD-42087,71.9841,69.1808,1646.2
NORAD-42090,78.3358,-141.4660,1473.7
NORAD-42091,45.7075,122.3837,1502.9
NORAD-42092,59.4508,-110.9813,1401.3
NORAD-42093,20.9372,153.4762,1197.8
NORAD-42094,6.4591,44.2065,1437.8
NORAD-42095,35.4541,-57.7802,878.2
NORAD-42097,-59.6945,137.5445,779.5
NORAD-42098,-42.6619,-147.4217,993.9
NORAD-42099,82.2802,45.4573,792.2
NORAD-42100,77.8584,-144.5550,736.3
NORAD-42101,7.4390,-169.0154,562.8
NORAD-42102,-1.4266,1.2712,992.5
NORAD-42103,-66.6520,-125.0778,841.6
NORAD-42104,-7.2095,19.6882,938.3
NORAD-42105,29.2837,158.7399,1162.2
NORAD-42107,25.3252,-120.9819,893.7
NORAD-42109,-8.0995,126.3723,962.4
NORAD-42111,-28.1024,-145.3711,783.6
NORAD-42112,77.0758,137.9825,714.1
NORAD-42113,13.6965,2.3879,1000.8
NORAD-42114,50.9279,-114.7500,779.4
NORAD-42115,32.9816,-170.3087,901.6
NORAD-42116,-32.5636,-69.1575,729.8
NORAD-42117,-43.1927,32.9396,911.1
NORAD-42118,-80.8004,66.9704,731.7
